@relation GermanCredit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute RESPONSE {0,1}

@data
-95339590.282895,-496960820.965623,-243375471.159309,76157102.9906,-636734591.96971,-157976712.759625,-691415469.994492,293674259.315199,-534273693.634819,-576069143.417628,0
-272367139.579022,-1448561571.372914,-705910511.446907,213123421.205169,-1867129771.755869,-456119620.988339,-2025371794.649218,857150347.48396,-1565363207.546602,-1691195811.768473,0
-104327456.835267,-529372582.818342,-261160504.386008,85757111.094446,-672874935.310867,-170479858.105436,-731448524.098422,312277443.454077,-565052990.596958,-607663956.312782,0
-280860751.849733,-1517917041.921939,-736416573.132559,215312190.609848,-1965192687.734013,-474680410.835667,-2130846353.825567,899190615.445629,-1647065906.875336,-1781811297.098644,0
-268129204.226197,-1456864990.529496,-705642396.435419,204233384.721029,-1888584740.677159,-454062661.890263,-2047737184.228597,863173383.250951,-1582916012.754971,-1713169047.235023,0
-93005196.059196,-465228333.74006,-230311185.020678,77460442.446894,-588653535.049332,-150829729.170125,-640435680.053459,274150928.930108,-494679757.035431,-531168627.213926,0
-616320493.24824,-3372900664.676849,-1631182973.766167,465912339.10912,-4381871901.446671,-1048072622.995693,-4748882989.173982,1999453632.642364,-3671161771.365353,-3976087990.581044,0
-82784180.124035,-427067326.444108,-209465520.327342,66552421.188967,-545104073.569447,-136334019.401654,-592731053.374163,252152949.300113,-457943496.105217,-493047579.805203,0
-88753035.769042,-462874847.716969,-226319024.917108,70441145.392798,-592667744.651233,-147019109.014063,-644237527.558668,273493807.666397,-497788765.354376,-536468051.06865,0
-172753291.056306,-926874152.325868,-450209308.195208,133251424.837496,-1197046547.497075,-290587296.248609,-1298966373.681873,548717057.091571,-1003974019.449964,-1085148467.918395,0
-256829035.563766,-1390688035.542117,-674161515.123654,196156640.69956,-1801109339.237606,-434465186.684949,-1953275380.133865,823905687.723038,-1509796086.916546,-1633357845.592802,0
-540420866.767382,-2950662702.09565,-1427710238.898502,409332451.481163,-3830754792.131636,-918149697.379465,-4152264718.535163,1748986730.372533,-3209822669.535512,-3475507449.25283,0
-47771106.167551,-254083782.099427,-123247717.362716,36508503.76826,-326743185.869197,-80090943.478686,-355632209.621382,150348920.74547,-274777506.512209,-296285384.388361,0
-35068192.679103,-181955345.214658,-88652866.955021,27305734.893393,-232060392.871491,-58022273.226865,-253214123.085529,107483662.667943,-195580391.135323,-210220887.363662,0
-685687947.568581,-3733980513.923503,-1808126674.341598,521308867.817096,-4844434054.148178,-1163185027.730703,-5251157964.122548,2212900163.50672,-4059244201.965924,-4394409218.048244,0
-508745212.251368,-2787994619.677966,-1347447168.582055,383295018.20555,-3622861642.88731,-865999259.594155,-3926903160.099514,1652907276.197428,-3035691405.800474,-3287826924.363644,0
-275590916.484922,-1505649013.239452,-727941949.556466,207939127.897743,-1954407156.256033,-468382572.133637,-2119346817.534326,892469650.004484,-1638266903.077391,-1773552014.565394,0
-334082573.425797,-1829266267.391274,-883927365.297439,251561687.640861,-2375947812.999842,-568216742.408784,-2576160397.437169,1084369402.537052,-1991462223.93017,-2156413190.376522,0
-305153717.620454,-1669525253.154143,-806790719.804892,229847917.745259,-2167834794.768011,-518809218.868863,-2350810243.928043,989624393.221399,-1817233247.99773,-1967511103.596284,0
-180559314.175269,-990942543.172222,-478157512.028146,134926522.038454,-1287343071.227279,-307581282.769637,-1396609217.410491,587524347.429681,-1079570235.492726,-1168762864.643175,0
-76500468.285878,-418776229.641128,-201684907.900344,56628579.12245,-542921622.434644,-130119807.311175,-590130305.430919,248214572.396716,-456095023.760253,-493190667.935617,0
-80399751.995052,-439386429.555949,-211735411.409453,59619010.925949,-569463936.747985,-136742195.804921,-618958944.865778,260442441.516287,-478361390.297144,-517180825.173045,0
-25473635.622395,-138861183.860965,-66360213.447762,18034181.482107,-179012538.739331,-43346618.523894,-195876672.837105,82294793.186916,-151286754.190583,-162908298.548901,0
-147003685.124536,-807996920.645643,-389510010.672378,109277609.067135,-1049878743.835793,-250735972.813236,-1139331524.497521,479124870.929495,-880682764.20934,-953351082.097145,0
-292091936.987306,-1600626133.809563,-773099679.104097,219358665.531483,-2079198631.257785,-497157839.535058,-2254780438.911922,948925709.375083,-1742987165.400077,-1887226860.955313,0
-36495207.370435,-175901691.242146,-87279300.353607,30275681.635828,-219101333.526108,-58436272.151215,-240268083.835997,103474450.475754,-185386723.511245,-197483521.802921,0
-100491734.355778,-560610908.430739,-268772043.834997,72640039.437754,-730717021.5401,-172812382.305901,-793530296.438723,332720609.091821,-613394381.689315,-664396352.029836,0
-49205254.807002,-282598693.57213,-133892867.916788,33236450.034022,-370322440.539242,-86103144.125527,-403077161.81882,168031500.825773,-311541802.390757,-337607660.324269,0
-44788577.442657,-248888107.177098,-118732215.376503,31441482.631087,-323111208.015014,-76985130.435321,-352447221.210299,147687293.209723,-272322446.291941,-294123473.409271,0
-79361488.441528,-436814384.906271,-209756406.757731,57884302.749349,-566691719.950429,-135373018.304488,-616529584.970926,258974709.75008,-476475456.375042,-515160256.957202,0
-37042807.65934,-206533566.67392,-98232584.901326,25555725.509607,-268081023.595069,-63823074.100993,-292837731.473608,122582104.423492,-226237255.10751,-244196445.361295,0
-84368923.988118,-465952194.695839,-223603841.080373,61273138.021051,-605167297.374477,-144303889.806021,-658197134.45086,276350701.974192,-508689104.124299,-550163587.562134,0
-140130260.01917,-780101149.236344,-374443300.494157,101886403.129444,-1016561378.30142,-240720048.794315,-1103559877.751179,462950273.452195,-853050905.305212,-924014615.758599,0
-318676176.334237,-1739689096.168532,-840905285.678987,240087390.537858,-2257289651.3021,-541468303.415786,-2448613276.561924,1031166486.635103,-1892727795.218276,-2048475157.701507,0
-402812978.838833,-2221288600.209358,-1071101974.223177,300066615.678393,-2890311808.566878,-687993106.779838,-3133799211.246717,1317414526.725454,-2422594218.947088,-2624435047.536135,0
-185827204.612303,-1023978372.994117,-493093343.649472,137535379.709921,-1331008381.272546,-317179760.777888,-1444764335.573519,607207863.005087,-1116781805.032236,-1209062761.486505,0
-66960052.069922,-369374137.914162,-177031620.677316,48227360.814098,-479239770.130816,-114548502.536245,-521853910.682783,219079199.903012,-403265929.808392,-435774866.004363,0
-33731264.796667,-189070621.349292,-89573794.597812,22784513.532829,-245405029.050499,-58260278.783068,-268515461.370161,112231755.740786,-207422885.392108,-223782065.918268,0
-219754471.367813,-1191310301.695894,-576566831.428004,166266839.650808,-1542386448.124824,-372407500.349085,-1674287148.118015,705935569.043233,-1294008606.540702,-1399181957.452493,0
-20843106.916599,-134419143.804696,-61013000.197622,10177350.37488,-179866598.413346,-38995124.458313,-196972051.973328,80413901.74616,-152251265.514509,-165520264.411796,0
-194018141.727436,-1059504343.135217,-511477913.101484,145177955.222756,-1374025717.138953,-329852987.423791,-1491753248.268935,628022917.785359,-1153002671.141072,-1247295544.781264,0
-160471352.922296,-880701719.236289,-424297181.284398,119009264.41901,-1143195502.036542,-273298478.97336,-1241602471.791204,522106863.501947,-959676677.320817,-1038347250.254487,0
-162445601.491577,-897221567.14348,-431582831.517537,119470895.298529,-1166739991.3603,-277770599.376565,-1266808176.883601,532162294.565085,-979199893.822375,-1060055368.678822,0
-123385075.440387,-687008272.963714,-329377801.305221,89316785.354693,-894679271.715695,-211733669.267054,-972024175.972663,407609533.638968,-751346150.999527,-813581543.690942,0
-57887438.089692,-329967143.865203,-156506436.53668,39374946.229933,-431400124.914539,-100897606.617513,-469887644.506144,196099601.45096,-363153574.21461,-393216659.334832,0
-33911919.954534,-200731861.223117,-93746185.809267,20907086.450712,-264120502.703218,-60413851.227654,-288594720.442061,119550683.167761,-223005594.564587,-241597666.172047,0
-178150321.109328,-985802879.841827,-474044944.568506,130816386.642255,-1282706671.199548,-304988704.075854,-1392432605.592568,584783951.995318,-1076331023.123238,-1165489869.775257,0
-30180438.351804,-186611094.725198,-86055100.853479,16907863.927478,-247943621.350234,-55126238.602092,-270891423.555578,111416508.392319,-209373255.183088,-227388511.369805,0
-222321508.903428,-1220305807.803399,-588426805.200238,165349864.274288,-1584916673.528925,-379086794.024652,-1720274039.019605,723611992.00249,-1329671835.682534,-1439054859.874942,0
-81418931.638849,-432146610.880866,-209329402.947112,61700893.647151,-554835506.336363,-136499085.42451,-604845166.738111,255710461.83978,-467242724.626713,-503259385.573225,0
-458607133.53689,-2537668981.929502,-1222295559.355818,339798934.113847,-3304622971.456236,-784728140.028233,-3583164585.415755,1505347173.765239,-2770023872.453851,-3001458804.657034,0
-329543136.105904,-1819510924.014482,-876499406.536639,244116927.86624,-2367628829.591187,-563573726.475728,-2568132410.959664,1079279329.324392,-1985231730.852462,-2150262360.142986,0
-52867569.026018,-317160353.020857,-148151464.263053,32658536.13315,-419527266.471652,-94771724.935713,-456968109.063852,189026270.346808,-353265640.753718,-383683449.595598,0
-171151518.884852,-957977663.502552,-458977396.383692,123372382.234402,-1249808898.905571,-294712066.210257,-1356939658.47085,568632454.752342,-1048950479.431257,-1136595536.599174,0
-69319714.341235,-399139942.097181,-188762525.878424,46450244.448956,-523089408.942876,-121327854.491408,-569672612.111588,237294425.159107,-440326357.260488,-477155116.120017,0
-606549882.298432,-3374195964.137331,-1623496483.273837,446871851.33693,-4401112895.331555,-1041252005.079751,-4770113150.010192,2002382693.210842,-3687815382.120716,-3998117538.437002,0
-115142248.79829,-628589842.332972,-302649160.700141,84857558.675098,-814013601.033783,-195932885.268892,-885557399.751549,372624809.767558,-684321443.776435,-739363255.2665,0
-30326019.040317,-185965552.152639,-85651267.109931,16855076.191015,-246243889.687658,-55141656.468471,-269681876.765988,110973819.014448,-208393138.121878,-225899045.659761,0
-187876655.518043,-1048989152.689961,-502977692.572568,136012157.821995,-1367722382.828783,-323015895.984002,-1484944285.700694,622545061.021728,-1147889551.158906,-1243621723.974693,0
-8404717.291677,-70548983.965141,-29147595.927458,-622874.538078,-97723794.123278,-18597442.548783,-108747335.300038,42705521.560226,-84007857.374852,-91553043.684429,0
-81669810.178266,-471827599.768075,-223196772.167501,54766816.472337,-619157829.096697,-143205157.681586,-673802415.940759,280583032.042956,-520832206.087657,-564728913.031253,0
-81523164.444991,-472701240.72117,-223396870.792994,54296891.787212,-620951782.104832,-143353091.193906,-675637561.183702,281198715.230656,-522267363.679766,-566430507.088353,0
-24637415.187019,-157172087.076996,-71243830.832674,11854661.337187,-209410694.83475,-45948600.257878,-230042338.412497,94006192.517264,-177737089.370292,-192747293.108573,0
-372530195.886165,-2071382687.4707,-995928081.646951,273328107.431962,-2700299670.838043,-639514556.874398,-2928542311.348202,1229216254.689578,-2263938500.987263,-2453463047.313636,0
-120836480.798433,-683212738.235151,-325636245.067523,84733372.600437,-892470467.530521,-209172714.813931,-970473440.518596,405727203.169523,-750146531.450338,-812679524.339197,0
-499561939.120647,-2774567983.574714,-1334973760.501974,368028315.582885,-3616597514.012833,-856775173.141063,-3921258927.254175,1646328932.295745,-3031440909.483111,-3285520166.977956,0
-183907862.15845,-1044651808.407198,-498468023.066472,129443527.777992,-1368052781.344368,-319694542.184261,-1484977040.341435,620776015.072815,-1147981998.625329,-1245107233.784294,0
-35646077.738834,-209442863.428288,-97458072.118946,21345062.46643,-274409773.952228,-63423945.790714,-301068866.95681,124730637.785621,-232542126.925653,-251155088.566699,0
-387497827.851822,-2162132505.552747,-1038433709.67673,282882601.938523,-2820837312.502641,-666237535.601088,-3059358987.444041,1283257498.507695,-2365120367.199374,-2563731759.739086,0
-411480139.631665,-2292762425.677929,-1101665006.93477,301099687.577705,-2990300255.134452,-706868475.513745,-3243092416.691147,1360658913.975361,-2507153731.758143,-2717473072.70952,0
-152698147.040705,-856601714.546683,-409543052.138669,108705508.861884,-1117360188.154165,-263451394.68212,-1214428499.081939,508564527.559635,-938686502.413805,-1016602338.945389,0
-45904895.665182,-278426279.803911,-128962166.003644,26675041.451082,-368242337.415071,-82897716.503724,-402579909.72608,166042768.209095,-311129585.8562,-337412357.535355,0
-421782944.613259,-2335899857.862937,-1124217144.520906,311086224.472319,-3041781693.585049,-722284648.514797,-3299436589.742209,1385783598.050675,-2550596467.003749,-2763161961.306037,0
-17443371.766982,-131127545.521676,-56587123.538814,3575110.123942,-179788440.828309,-36030366.984693,-198088931.185044,79065575.26562,-153101652.234017,-167031984.291046,0
-37659971.68659,-248808236.737659,-112626696.954025,17661257.035643,-335138786.608659,-71589814.18854,-366144845.568475,149094054.669647,-283066490.440127,-308486635.712842,0
-13759473.074505,-118067913.769926,-49309208.172457,-529791.478619,-165199297.920961,-30965258.471851,-182134605.055799,71590186.962938,-140807276.285191,-154341750.653066,0
-104608489.424081,-604128520.057183,-285873395.601914,70247663.308648,-792839406.902439,-183442398.457949,-862663920.160501,359272826.62979,-666826281.184314,-723049260.772698,0
-166967314.764481,-953131375.725887,-453608381.477245,116030881.007579,-1248891425.080251,-290732648.540998,-1356629436.390428,566421081.083993,-1048770972.001671,-1137495794.979909,0
-69310176.049183,-413872612.080965,-193422492.740271,42937917.53912,-546631619.164388,-123968698.030905,-595826819.363861,246612727.579925,-460561861.077987,-499874108.648964,0
-65014970.642648,-394369841.673112,-183392843.394973,38853847.745722,-522615883.833739,-117355631.785666,-569787710.842339,235205728.162803,-440458691.655906,-478402661.905998,0
-301193852.132033,-1689903616.528321,-809599666.280688,217147579.731153,-2206727865.343356,-519217032.568172,-2394691001.309544,1003212905.372555,-1851278794.948565,-2006870557.698661,0
-478443056.150774,-2668839108.927772,-1282085070.638368,349709449.129145,-3481952113.898997,-822370815.039376,-3775988725.666331,1583954718.689733,-2919164353.728547,-3164410654.723749,0
-159183675.93615,-917986799.554055,-435603493.446194,108660233.369023,-1205768856.688412,-278903823.35756,-1309773179.133576,545919517.625444,-1012568491.66772,-1098874014.671034,0
-130758226.048766,-752357573.67392,-356804237.336869,88827427.450473,-987179846.25821,-229089346.411816,-1073227679.920559,447425736.196225,-829614375.890576,-899716511.094175,0
-38107048.248572,-254142932.857904,-114636837.885172,17181469.658555,-342835843.996513,-72857078.263764,-374787233.640332,152368315.046023,-289745540.852642,-315775417.26753,0
-32362464.810051,-220828798.152735,-98629209.710755,12986168.395766,-298735834.011016,-62797912.712007,-327301746.337707,132540752.495603,-253014034.070241,-275719510.865349,0
-23729891.643748,-178020610.591671,-77387687.899647,5651869.876783,-244699090.69478,-48961908.944322,-268565331.751582,107369422.570269,-207619837.272016,-226947077.688398,0
-246975904.228116,-1404933893.409865,-670214078.323339,173758243.373194,-1840665405.198707,-429418448.117461,-1997635668.768693,834862841.962741,-1544373883.99059,-1675418202.30154,0
-35916655.232926,-243599041.451443,-109115944.513307,15066188.346275,-329286371.346477,-69220382.561051,-360470506.317761,146097253.877484,-278689781.111856,-303817124.165415,0
-173828420.87546,-997572306.959787,-473936167.004959,119641327.919309,-1308634382.545423,-303519777.997138,-1421679974.495489,592996701.48035,-1099082866.099235,-1192397080.839564,0
-85616335.680233,-515427834.525963,-240639914.407799,52685991.816037,-682425347.70861,-153751174.314064,-743148156.822819,307251777.518578,-574511573.613463,-624192328.516615,0
-87287111.485237,-529737280.567635,-246849711.430216,52947633.889928,-702830644.227748,-157557936.333602,-765084665.081809,315951702.510551,-591513652.147692,-643073546.443936,0
-132522323.070908,-762177034.612969,-361256985.161356,89831703.444043,-999562844.021772,-231922824.136352,-1087235182.067639,453182647.511173,-840425043.394159,-911195917.179079,0
-618106752.230901,-3418493882.745013,-1646394182.050079,457557337.061087,-4450570372.876605,-1057632833.741349,-4826632791.64222,2027864254.923307,-3731203013.87662,-4042290356.095158,0
-312371909.572026,-1752397452.173933,-839506831.985364,224872645.877267,-2288233445.282313,-538843194.76546,-2483405357.645667,1040444409.919013,-1919782178.755484,-2080846692.659842,0
-595931814.447582,-3307397186.723906,-1591259013.673327,438861345.514597,-4309820731.386431,-1021738971.514273,-4673737873.535814,1962406454.836051,-3613102463.530015,-3915332283.357225,0
-534110195.127165,-2987251252.163612,-1434028633.344944,388831236.464969,-3900142715.312431,-919722944.384044,-4229180208.680737,1773317991.734156,-3269557397.253972,-3544938790.408345,0
-35687000.810475,-237835172.728306,-106743762.168629,15201987.146344,-320042506.469162,-68425532.310194,-351079850.08876,142628618.735376,-271312921.65426,-295069379.006615,0
-347962116.000913,-1969494887.856682,-941408052.664105,247555298.831892,-2577838111.414342,-603209749.946827,-2796731197.902973,1169981877.847101,-2162167025.253177,-2345363472.441662,0
-65748016.875894,-420546593.008139,-192628566.730979,34702398.855134,-563514014.59727,-122400920.901182,-614462268.733627,251538745.396513,-475079376.059281,-517489989.904466,0
-19362647.069041,-164227535.71312,-68929082.019258,-31899.670081,-229624612.773138,-43139855.681962,-252789962.486753,99508694.914133,-195465289.661631,-214356977.65659,0
-79596192.566312,-484318041.359026,-224980219.114431,47173194.101551,-642221836.664419,-144030359.793926,-700236920.165895,288921500.760996,-541299134.782718,-588013204.292186,0
-39832786.471284,-269649518.049739,-120803684.589728,16582676.608716,-364359247.371164,-76899973.250789,-399032346.901184,161789718.906294,-308457097.012786,-336059105.863845,0
-89399638.127292,-548464904.92627,-254629203.634233,52714649.069994,-729205803.953396,-162472064.479082,-794123837.865711,327342059.050609,-613963454.408858,-667705703.014715,0
-24333810.649799,-188630368.233377,-81084444.240914,4130882.283637,-260349880.56412,-51196383.742482,-286266860.601804,113903683.485557,-221302849.103257,-241991965.742751,0
-94705597.939891,-586989096.671417,-272008886.268102,54954172.25537,-782472552.560107,-173186874.267289,-851628368.21788,350567015.309141,-658455913.877569,-716721161.766865,0
-34097876.368213,-227870906.664613,-101879296.927225,13856693.811717,-306379705.574148,-65611959.030351,-336791619.236322,136699214.371633,-260213434.712659,-282673220.99864,0
-459628144.460197,-2591720330.295271,-1240723341.446522,329800442.414882,-3389830607.902494,-795030188.781804,-3676613363.391629,1539250552.578482,-2842435196.220136,-3083091880.846799,0
-40061584.505241,-286603000.66479,-126781751.294297,13748209.137937,-391567344.44145,-79950840.371036,-428287088.593279,172413792.394135,-331173940.93934,-362033661.954502,0
-3480265.569791,-82510489.897872,-28523749.196226,-13289300.041252,-124996525.911785,-17063692.210681,-139644910.798566,51269074.151067,-108006121.917251,-119909096.170436,0
-10183613.848168,-111509424.559471,-43554129.432934,-6917492.512299,-160018211.885575,-27246353.889118,-177906235.478562,68203800.267214,-137509086.590545,-151086244.807604,0
-196154698.37924,-1132525294.468374,-536921340.826674,133290482.860669,-1487544391.211927,-343793669.595381,-1616432001.902819,673492406.265403,-1249634239.3023,-1356018871.80598,0
-58051122.391325,-372636407.749418,-169936489.256659,29481569.078359,-498894298.763496,-108358475.174677,-545243278.193098,222920114.717921,-421482547.477571,-458582602.803082,0
-47242588.341808,-301104580.059305,-137060994.728211,23371956.872396,-401888494.474178,-88304978.937916,-440447563.124941,180204554.615696,-340321469.804558,-369418733.339127,0
-182060059.497009,-1065357895.26903,-503148500.839577,120709479.101031,-1403860685.179286,-321793072.000129,-1525354032.4265,634146247.34052,-1179279047.958002,-1280685559.155165,0
-121249415.352748,-731313813.073311,-341724979.739518,74868783.944481,-969402377.231739,-218225000.620983,-1054649343.648124,436095006.098652,-815371565.622993,-886376824.444501,0
-47606900.49252,-325410450.251768,-145645344.554972,19583898.120723,-440823931.774361,-92316952.290717,-482223965.151179,195301211.228499,-372831413.540561,-406692907.783464,0
-106472381.641979,-657333684.605721,-304890399.088522,62369480.051626,-875401492.73469,-194069414.349388,-952842609.479975,392424878.16924,-736722933.651269,-801765690.503902,0
6706115.09028,-38957692.496698,-5682968.09629,-23492049.624284,-72401021.987204,-1902899.486426,-82619000.865998,25935715.639312,-63976081.052822,-73153102.101824,0
-2728052.849255,-87684143.069414,-29582593.71681,-15879327.186822,-134672996.935026,-17434822.275403,-150248139.963602,54699770.827858,-116246635.433443,-129478419.955038,0
-29707151.288024,-227888886.242429,-98374582.343131,5872817.609484,-314208949.490595,-61994086.980674,-345107091.71582,137519392.356773,-266820703.742886,-291855100.285977,0
-107704718.174744,-663326608.83023,-307940858.423528,63353546.490806,-883044525.472774,-196242487.179359,-961109959.919737,396028205.428602,-743079010.577662,-808512190.897683,0
-28738949.752319,-220283865.594684,-94964699.169575,5392113.998591,-303533105.202416,-60167605.559463,-333697743.971486,132988369.011571,-257956451.041167,-281950444.666848,0
-330822110.560079,-1882135705.649217,-897680924.709052,232481914.947125,-2465684528.547672,-575277505.823097,-2676313806.221539,1118442033.976725,-2069024608.497195,-2244451667.489034,0
-100013622.875115,-630463639.045996,-290656061.791714,55716745.458376,-843261508.453454,-184605722.501303,-918023076.352989,376843356.620779,-709836180.449821,-773261178.337529,0
-359157852.527938,-2045583265.289796,-975507649.300879,252392551.696031,-2680773211.322892,-624691772.225726,-2909256079.318005,1215569234.978277,-2249200998.87149,-2440393234.939348,0
-106894461.66014,-661769571.194722,-306578374.645636,61997623.906352,-881694507.682787,-195218277.805858,-959961578.146227,395152942.193135,-742214211.991454,-807702667.857562,0
-27650070.212785,-217825259.244529,-93134831.095352,3775707.998058,-301227489.473295,-58739237.895085,-331477249.627981,131599065.884294,-256253693.66249,-280298594.750555,0
-25009974.674491,-212620850.158109,-89414717.285118,164494.880155,-297682079.025655,-55775206.977374,-327281050.961751,128849702.399109,-253089470.224417,-277762101.945838,0
-28353679.617823,-235863788.33748,-100021771.901496,1793034.422485,-329654669.552511,-62371127.218063,-361695582.647935,142838067.903891,-279734630.43621,-307097064.923358,0
-264359535.558514,-1532584442.436885,-726604872.231982,179452598.287542,-2016307083.95854,-464710579.077418,-2189088335.7172,911767185.481505,-1692471121.05043,-1837811864.078868,0
-4744740.026922,-106118994.985043,-37244756.040359,-16073899.543812,-160797431.343526,-22111885.202727,-178879909.603951,65889169.229912,-138405111.443917,-153909540.571109,0
-276248217.296259,-1595592557.300596,-757255091.351476,188778443.597325,-2097230091.353191,-484360272.232693,-2277104548.794342,948969762.438995,-1760492262.635497,-1911224998.01852,0
-107230269.948405,-672932793.195961,-310614406.56673,60351772.716886,-899241902.486029,-197431495.733978,-978945824.912898,402135037.035452,-756936862.951125,-824379136.324024,0
-281580847.588406,-1601442626.357565,-763153911.261757,196859663.259332,-2096801192.714646,-489644525.369872,-2277505138.338845,951626166.895264,-1760593629.756491,-1909033469.349493,0
-72237370.105639,-467902765.079866,-213143928.811711,36256853.778232,-627996943.525833,-135486670.387853,-685691887.947876,280036028.131284,-530121064.369349,-577372341.932081,0
-83269456.903502,-541395042.165365,-247011628.614187,42198522.168675,-728117854.948943,-156692028.731873,-793656900.364724,324166975.028536,-613664000.837638,-669084803.393813,0
-71831947.618731,-470150521.276242,-213629926.164922,35016644.048728,-632510569.289655,-135741177.169328,-690455166.296847,281597053.673697,-533818690.566506,-581727757.484033,0
-305478006.132117,-1745840538.092408,-831023052.111474,212372903.490833,-2288854938.756576,-532452387.318135,-2485438027.658875,1037670204.108212,-1921457183.566083,-2084492889.553218,0
-35307614.669945,-281933721.177085,-120992842.749779,5229251.390119,-391904052.886962,-75610188.559478,-429434826.166548,170450647.117973,-332118177.929568,-364332660.086519,0
-241869912.162606,-1411285087.280573,-667454144.960979,161789756.134219,-1858951859.394391,-426673797.215745,-2019067062.242609,839894260.818984,-1561015756.059552,-1695336085.898327,0
-93425635.659944,-595266927.874423,-273150465.838332,50011182.336429,-797366173.360544,-173649466.595051,-868990735.232725,356020595.237006,-671890241.014563,-731885779.131071,0
-31150436.777692,-240648594.481127,-103415773.992294,5305413.527865,-331849486.947086,-65418298.311446,-365078950.654149,145290720.588369,-282223980.062839,-308467398.42517,0
3399515.891045,-69332221.486818,-18196666.7713,-23973578.10261,-115316487.352919,-9585534.948737,-129868809.642991,44366344.707451,-100528903.03248,-113373604.468708,0
-270528958.818697,-1562295466.361951,-741150169.30003,184410620.072819,-2052908770.997274,-474339625.833173,-2229713648.207412,929158561.241711,-1723798575.929025,-1871018820.489763,0
-25304813.868458,-231603914.761861,-95956575.202686,-3278695.296354,-327883200.364426,-59334838.001661,-360134166.588495,140770314.084317,-278566755.581459,-306644834.538499,0
-66965481.346843,-454888632.962105,-204626653.764972,29103609.767369,-616440493.879699,-129433023.227073,-672915369.405606,272981680.167258,-520325458.194604,-568055786.80496,0
