@relation 'AT: credit_rating_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '-0.5310.521v21-0.319v18+0.277v14-0.256v13+0.234v7...+0.4620.577v23-0.43v22+0.311v28-0.306v30-0.271v13...-0.312-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...+0.26 0.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...-0.207-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4......' numeric
@attribute '0.6280.548v20-0.397v16+0.342v29+0.316v2+0.208v18...+0.4940.398v4-0.391v28+0.342v30-0.329v21-0.322v22...+0.3060.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...-0.2210.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.2090.475v24+0.382v28-0.299v15-0.271v3+0.26 v7......' numeric
@attribute '-0.37-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.3260.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...+0.322-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...-0.3170.388v7+0.371v29-0.348v5+0.306v16-0.275v4...+0.275-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '-0.4190.521v9+0.347v31-0.345v6+0.331v18+0.326v19...+0.3650.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.362-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...+0.3130.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.3020.388v7+0.371v29-0.348v5+0.306v16-0.275v4......' numeric
@attribute '-0.411-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.3450.526v2+0.375v19+0.279v1+0.238v22-0.224v21...-0.3440.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3340.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.320.518v8-0.463v5+0.36 v14-0.338v31-0.226v27......' numeric
@attribute '-0.6270.394v18-0.331v9+0.287v7-0.274v10-0.249v12...+0.311-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.2740.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.2570.548v20-0.397v16+0.342v29+0.316v2+0.208v18...+0.2410.45 v17+0.397v18-0.377v19+0.292v6-0.287v30......' numeric
@attribute '-0.386-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...+0.345-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...+0.3150.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.312-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...-0.2950.421v2-0.377v15+0.327v18-0.321v19-0.244v23......' numeric
@attribute '-0.4240.577v23-0.43v22+0.311v28-0.306v30-0.271v13...+0.3520.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...-0.347-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...+0.337-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.2540.475v24+0.382v28-0.299v15-0.271v3+0.26 v7......' numeric
@attribute '-0.4820.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.3840.479v24+0.381v8-0.291v31-0.279v14-0.274v9...+0.3080.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...-0.2860.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.261-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '-0.471-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.352-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...+0.32 0.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.314-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...+0.3  -0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '0.569-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...+0.3230.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.316-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.3030.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3030.481v13-0.405v12-0.277v27+0.25 v21-0.225v14......' numeric
@attribute 0.418-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...-0.3820.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.349-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...+0.3470.373v18-0.361v27+0.349v12-0.284v6-0.278v9...-0.294-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...... numeric
@attribute '-0.4820.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3250.479v24+0.381v8-0.291v31-0.279v14-0.274v9...+0.31 0.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.306-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...-0.2630.373v18-0.361v27+0.349v12-0.284v6-0.278v9......' numeric
@attribute '-0.4680.526v2+0.375v19+0.279v1+0.238v22-0.224v21...+0.404-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...+0.3690.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...+0.3620.388v7+0.371v29-0.348v5+0.306v16-0.275v4...+0.25 -0.389v26-0.36v11+0.348v20+0.331v25-0.307v3......' numeric
@attribute '-0.395-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...-0.3530.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...+0.3490.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...-0.32-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...-0.311-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.4050.373v18-0.361v27+0.349v12-0.284v6-0.278v9...-0.390.428v15-0.35v20+0.341v31+0.34 v28+0.279v29...+0.316-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...-0.256-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.242-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.5030.373v18-0.361v27+0.349v12-0.284v6-0.278v9...+0.4370.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.344-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.31 -0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...-0.294-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21......' numeric
@attribute '-0.3760.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3160.386v25-0.319v23-0.317v16-0.305v26-0.292v13...-0.2860.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...-0.268-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.2660.548v20-0.397v16+0.342v29+0.316v2+0.208v18......' numeric
@attribute '0.407-0.363v1+0.333v2+0.285v25-0.285v5+0.284v4...-0.3490.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...-0.3250.521v21-0.319v18+0.277v14-0.256v13+0.234v7...+0.319-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.288-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1......' numeric
@attribute '-0.3970.518v8-0.463v5+0.36 v14-0.338v31-0.226v27...+0.3690.479v24+0.381v8-0.291v31-0.279v14-0.274v9...-0.3540.386v25-0.319v23-0.317v16-0.305v26-0.292v13...+0.3360.388v7+0.371v29-0.348v5+0.306v16-0.275v4...-0.305-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18......' numeric
@attribute '0.3980.475v24+0.382v28-0.299v15-0.271v3+0.26 v7...+0.3140.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...-0.295-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...+0.2880.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.2820.45 v17+0.397v18-0.377v19+0.292v6-0.287v30......' numeric
@attribute -0.4360.521v9+0.347v31-0.345v6+0.331v18+0.326v19...-0.401-0.455v7+0.323v19-0.296v9-0.29v15+0.285v17...+0.3790.526v2+0.375v19+0.279v1+0.238v22-0.224v21...+0.3070.388v7+0.371v29-0.348v5+0.306v16-0.275v4...-0.282-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4...... numeric
@attribute '0.4020.394v18-0.331v9+0.287v7-0.274v10-0.249v12...-0.3930.421v2-0.377v15+0.327v18-0.321v19-0.244v23...+0.29 0.45 v17+0.397v18-0.377v19+0.292v6-0.287v30...+0.281-0.389v26-0.36v11+0.348v20+0.331v25-0.307v3...-0.265-0.439v12-0.417v24+0.386v30-0.341v3-0.239v4......' numeric
@attribute -0.4430.577v23-0.43v22+0.311v28-0.306v30-0.271v13...+0.357-0.549v1-0.479v6-0.316v21+0.248v17+0.225v29...-0.325-0.485v1-0.416v31+0.279v19-0.265v8+0.243v18...-0.283-0.39v22-0.353v11+0.289v26-0.283v3+0.278v21...+0.271-0.446v29-0.344v13+0.338v31-0.306v12-0.262v1...... numeric
@attribute '0.5980.398v4-0.391v28+0.342v30-0.329v21-0.322v22...-0.368-0.601v10-0.328v15-0.284v27+0.258v6-0.244v21...-0.2760.577v23-0.43v22+0.311v28-0.306v30-0.271v13...-0.2540.481v13-0.405v12-0.277v27+0.25 v21-0.225v14...+0.2210.394v18-0.331v9+0.287v7-0.274v10-0.249v12......' numeric
@attribute v32 numeric

@data
0.340242,-0.833875,0.236046,2.241823,0.730512,-0.881498,-0.815071,0.309757,-0.85512,1.376241,-0.01269,1.570414,2.148905,-1.099059,-1.578968,-0.49286,1.964618,-0.126822,-1.872545,-0.807446,0.97173,-0.323425,0.906072,-0.837593,-0.557126,0
1.492673,0.580126,0.465783,-1.928865,-0.874276,1.26628,0.563644,0.144711,-2.322292,1.08982,-0.96725,-0.710937,0.449406,1.804693,-0.83671,-0.995139,-0.174865,-0.109167,-0.854691,-1.823314,1.164738,-0.885663,-1.474801,0.561686,0.093428,0
0.701821,-0.544161,0.078553,-0.754596,0.105877,1.252151,0.245134,-1.454436,1.215406,-1.223612,-0.464195,1.542513,0.935424,1.049982,-0.062973,1.149993,-0.006595,0.367998,-1.392071,0.445237,-1.340875,-0.873632,-0.302149,-1.209843,-0.067322,0
-0.143496,-1.219238,-1.428649,-0.150471,-0.060604,-0.257941,0.131086,0.05473,-0.425154,0.147438,-0.337482,-0.181468,-0.191808,0.501297,-1.796778,-0.657705,-1.120409,0.21316,0.169992,-0.281994,-0.643672,1.320087,0.251804,-0.228721,-0.221348,0
0.681517,-0.155752,-0.99229,-0.296168,1.178939,-1.209721,0.493019,0.792997,0.408071,-0.059523,1.241977,0.288721,-0.390714,0.484095,-1.680851,-0.766498,-1.070935,-0.5462,0.315156,-0.490639,0.01736,0.781014,0.065501,0.634345,0.092539,0
-0.742998,-0.402008,-1.296188,-0.226079,-0.386379,-0.146846,-0.347182,-0.480569,-0.114697,0.331356,0.967914,0.547066,-0.407482,0.357865,-1.080018,-0.700823,-1.132933,-0.986736,-1.392932,-0.110209,-1.158383,0.448043,-0.945955,-0.426343,0.15886,0
-0.680142,0.91516,-0.835571,0.016506,1.346155,1.394763,-0.07817,1.012984,1.643666,0.06783,0.298267,0.630677,-0.692366,-1.503719,0.645074,-1.636405,2.209382,2.294186,-0.451148,-0.966545,0.871636,0.011364,-0.745601,1.287188,2.103928,0
0.935952,-0.034362,-0.634203,2.083055,1.647857,-1.089602,0.549617,-0.7503,0.549418,-0.916548,-0.603889,-0.18008,-0.640281,0.999204,-0.457314,-2.593308,-0.203194,-0.33184,0.066635,0.122133,1.034658,-0.01212,-0.504098,-0.399268,-1.234813,0
-1.54962,0.24252,-0.58215,-0.96066,-0.472057,-0.807543,0.386226,0.099135,-0.266277,1.268153,0.581011,0.227434,-0.454874,-0.331629,-1.21023,-0.561093,-0.904902,-0.597643,-0.571941,0.087484,-0.804117,-0.151389,-1.444427,-0.76275,0.446824,0
1.686436,-1.429937,-1.254855,-0.791637,-1.074672,1.546626,-0.145084,0.082596,-2.173727,0.740139,0.059612,-0.867803,1.719076,0.180697,-0.90132,-2.376985,-0.551262,0.351371,0.138492,-1.027095,-0.372812,-1.241379,-0.119511,-0.160681,-1.628935,0
0.038997,-0.218901,2.156167,-0.903196,-0.875773,1.329584,-1.037284,-0.83574,1.475922,1.971667,1.748391,-1.128606,-1.005944,0.207577,0.425845,1.872123,0.026288,-0.105662,-2.340467,0.749521,0.842276,-0.610767,-1.746119,-3.520652,-0.970864,0
0.443185,0.849947,-2.23274,0.081534,0.202358,2.358626,-1.850199,-0.293345,1.084195,1.613307,-0.038839,-1.097951,0.135155,-3.476564,-0.006247,-0.86132,1.643491,0.041754,0.986514,0.151042,-0.747314,0.516198,-0.316232,0.810922,0.113528,0
-0.177027,-0.333595,-0.776375,-0.675179,1.052135,1.967684,-0.778588,0.900308,1.799586,1.735948,-0.521014,-0.760575,-1.212232,-2.285208,0.199686,-0.983238,1.845983,0.859789,-1.01916,-0.618357,1.850539,-0.676696,-1.04985,0.410276,1.145063,0
-0.088119,-1.057415,-0.574344,1.447117,1.394882,0.19264,-1.249554,-2.334366,-0.707408,-0.31641,-0.257862,0.093346,-0.122151,1.987636,0.718445,-1.705926,0.403057,-0.447605,0.21115,1.222968,-0.323405,-0.092114,-0.933432,-0.811998,-0.800787,0
-0.992964,2.117632,1.452482,0.549491,0.837648,-0.14967,0.872542,0.044298,-0.663614,-0.078566,-2.107095,0.288058,-0.383287,1.498271,-0.264433,-1.451738,-0.220572,-0.755617,0.131194,0.209848,2.175155,0.654169,-0.742754,0.09744,1.223742,0
-0.961949,0.453113,2.056386,-0.465139,-0.072817,0.60827,2.748222,-0.745146,3.055881,-0.244817,0.803518,-2.158018,-0.098946,0.153995,-0.500577,-0.214423,0.438067,-1.829832,-1.436041,1.259728,1.467755,0.30066,0.976734,-0.880724,-0.704844,0
-0.937955,-0.974507,-1.836664,1.591824,-0.356649,0.43726,1.407767,-0.060776,0.13937,0.389269,-0.113078,0.552624,0.203711,0.902598,1.291773,0.179312,-0.718226,-0.940653,1.161294,-2.118331,0.148049,0.051243,0.236963,-0.326441,-0.502754,0
0.935209,-1.440999,-1.480078,-0.470242,-1.338836,-0.391372,0.08683,-1.237716,0.732057,-0.458855,0.680176,-0.132399,-0.346752,-1.798292,0.045631,-0.453488,1.372765,0.629714,1.484115,2.296997,0.2875,-1.360687,-1.780882,-0.657978,-0.359601,0
-1.296758,0.911297,-1.866548,0.921639,0.235257,-0.119425,-0.97722,-1.646362,0.536191,-2.749117,0.355587,-1.693689,-0.437902,1.117568,-0.110755,-0.036714,2.022054,0.14028,-0.363894,-0.260589,0.257655,1.168168,-0.686508,1.913969,-0.369407,0
-1.185961,1.575932,-1.687908,0.448371,-0.114968,-0.171092,0.013622,-0.695531,-0.026198,-1.377506,-1.047624,-1.632734,-0.008034,0.561641,-0.200036,-1.278579,1.202768,0.171992,0.224849,-0.02582,0.20225,-0.053457,-2.012485,-1.037815,0.91605,0
1.396895,1.548926,-0.081576,-0.968295,-1.415988,-2.173806,-2.252762,-0.40793,1.224044,0.193263,-0.194842,0.759868,-1.238787,1.508017,0.036839,-0.767056,0.52207,-0.612478,1.13276,-2.161053,-0.861802,-0.521643,1.019973,0.10367,0.181974,0
0.974737,-0.335501,0.103156,-1.389615,-0.57419,0.437438,2.18435,1.568639,-1.21816,0.746066,0.351077,-0.01545,1.05065,-0.505414,-0.420987,-2.573541,-0.11023,0.771908,1.082488,-0.948218,0.872471,-1.183911,-0.109443,0.744633,-1.564954,0
1.171469,-2.003074,-1.831065,-0.24237,0.026984,-0.997785,-1.068673,0.057793,0.176194,0.801781,2.412997,1.360027,-1.011781,-0.049185,-0.236252,-1.51956,-1.382631,-1.309902,-0.862691,2.032673,2.658734,-1.141406,-0.289896,1.076617,0.936516,0
-2.673775,0.233137,-0.300178,-0.736744,0.529196,0.783689,1.638353,1.105284,1.306364,1.819626,0.215939,0.752638,-1.531815,-1.031225,0.056385,-1.392316,1.461323,0.406988,-0.864274,-0.426531,-0.934798,1.840674,0.303545,1.318869,0.612041,0
0.354166,0.375529,-0.956809,1.264471,0.552577,-0.615025,1.883015,-0.113428,0.10268,-0.683113,1.403157,0.686392,-0.336729,0.500793,0.275084,-0.334804,-0.661027,-1.405297,0.97375,-2.252064,0.882954,0.076695,-0.21668,0.031064,0.207251,0
1.58077,-1.529288,-0.974619,-0.816356,-0.771021,-0.025996,-0.192369,-1.428446,1.382276,-1.120482,-0.475305,-1.455726,-0.244523,-0.193731,-1.221053,0.112751,0.448846,-1.36595,-0.782259,1.300867,0.509215,-1.736301,-2.440107,0.269488,1.126343,0
0.258955,1.013681,0.220082,-0.87591,-0.801337,0.123832,1.720387,-0.764217,1.040261,-2.019335,-0.470756,0.684131,-0.743514,-1.518108,-0.679632,0.382144,1.367592,1.755448,-0.784737,-0.42723,0.463965,-0.331078,-1.664731,-1.270596,0.52551,0
0.247299,-1.978875,-0.766374,0.342038,-0.257669,-1.114002,-0.618989,0.069361,-0.72476,2.960882,-1.787997,-0.596492,1.919213,0.931828,-0.42012,2.400512,3.144514,-0.572711,-0.188089,0.372187,1.452217,-0.003642,1.608746,1.261382,-0.223215,0
-1.601495,-1.122877,0.185934,-0.941921,-0.628405,-1.020021,2.567024,-0.446229,0.413254,-0.32423,0.245283,0.296255,-1.041417,0.05786,-1.453839,-0.189907,0.467586,0.466082,-0.788333,-0.042777,-0.591234,0.825436,0.042022,0.401911,0.201353,0
-0.03518,0.682121,-0.971457,0.897734,-1.319081,-0.044856,0.034356,1.347776,0.773599,-0.119779,-1.072637,0.439009,0.389406,0.505835,0.078038,0.158857,-0.818402,0.473562,0.456525,0.095792,-0.374609,0.820498,0.011525,0.175781,-1.063619,0
0.305253,1.006769,-1.175132,0.570414,-1.123417,-0.004821,-0.469555,-0.304585,0.204715,0.585573,-1.156795,0.210826,0.248761,0.575335,-0.004103,0.580777,-0.863017,0.480408,-0.196519,-0.470829,-0.677637,0.25233,-0.268765,0.336387,-0.590339,0
-0.448481,0.872859,-1.39499,0.221463,-0.32179,-0.187494,-0.286437,-0.692073,0.596574,1.182691,-1.495431,-0.76595,-0.396886,1.580118,0.465144,-1.003862,-1.06609,-1.661881,-1.965548,0.535795,0.98425,-1.21313,-0.628411,-0.959039,-0.736105,0
0.172628,-1.382939,1.307777,0.033825,1.342877,0.473678,-2.088039,-1.032446,-1.388646,0.698363,-0.814346,-1.271762,1.513143,1.314258,-1.06341,0.949532,0.262021,-0.119778,2.355166,0.807557,-1.984721,-0.099792,-1.353158,-0.074545,0.677299,0
2.530996,-0.003161,-1.40493,-0.126037,0.905269,3.311148,0.091438,-0.009022,1.981042,-0.191923,-0.204334,0.558438,-0.691122,-1.04365,1.133136,-1.126751,2.501005,-1.285975,-0.326126,0.06592,0.630933,0.977471,-0.652467,0.037107,2.493022,0
0.917062,-1.447409,0.985823,1.209543,0.515529,0.720491,-0.401463,0.018634,-0.312008,0.991016,-0.481711,0.951577,-1.518194,1.58946,0.754457,-0.264474,0.144837,-0.439104,0.218637,-0.594656,1.223244,1.482108,-0.760469,0.380329,-0.634303,0
-0.808945,0.044832,-0.603162,1.862192,0.109894,-0.56082,-0.175738,-1.467684,1.309544,-0.377498,1.411105,-2.68559,-0.206173,1.382215,-0.109175,-1.009945,-0.196359,1.133523,-1.058177,-0.120712,1.256446,1.045943,1.882173,1.195211,-1.164785,0
0.970824,1.857951,-0.512967,0.763595,0.663891,-2.263638,-1.030553,1.873142,0.98915,0.614704,0.875826,1.148749,2.265417,-0.367095,-0.85105,1.686447,1.729485,-1.160194,-2.293624,-0.122319,0.468472,-1.019194,0.304453,-0.545319,-1.254491,0
-1.449201,-0.520181,2.097182,0.178432,-2.37169,-0.438564,-3.04215,0.551468,0.870763,0.231851,-0.331164,0.300188,-1.795382,0.066258,-0.407066,-1.134393,0.927419,-2.21411,0.102837,-2.011597,0.225742,1.060194,1.01811,1.256516,-0.508064,0
-1.572836,-1.023905,-1.31034,1.146907,0.317699,1.883026,-0.112519,1.402513,2.668872,1.517181,-0.062333,-0.233744,0.01181,0.115988,1.127756,-1.197696,1.349469,-0.390977,-1.376194,-0.785006,-1.952097,0.607801,0.613024,1.611209,-0.438815,0
-0.392424,1.500726,-1.316442,0.635791,0.346024,-0.405411,1.093566,-0.357017,0.766912,-0.650708,-1.62486,-0.0138,0.233292,1.362046,0.618218,-1.013851,-0.500455,0.036307,-0.143375,0.261185,0.166168,0.265681,0.586245,-0.161026,-0.893689,0
0.896478,1.421694,0.74911,1.244804,1.950575,1.903436,2.658343,1.078556,0.673374,1.915737,-1.204446,-0.588063,-3.742145,-1.163743,-1.480429,-0.519101,1.276118,0.149875,0.157157,0.513739,-2.194455,-2.249221,1.213127,1.622759,0.124299,0
0.569348,0.184608,-0.880822,0.180926,0.084479,-0.574308,-0.599233,-1.054866,0.477568,0.055327,-0.508078,0.85059,-0.188039,0.239974,0.085862,0.685616,-0.964287,2.208321,-1.353342,-0.702604,0.774646,-0.971668,0.405669,1.193387,-0.583688,0
-1.627157,-0.683,-0.108507,-0.425616,1.378344,2.381053,-0.773231,-0.188345,0.860856,2.173988,-0.78953,-1.818464,1.036223,-0.822273,-0.357174,-0.202985,1.569903,-0.257736,0.096072,-0.714466,-2.455275,0.442842,0.286301,1.679469,1.221023,0
-0.242632,0.474174,-0.363739,-1.257119,0.073548,-0.761002,0.037075,0.286066,0.480652,-0.228425,0.905783,0.087729,-0.011566,-1.480234,-1.595697,0.509758,-1.311439,-1.111494,0.421415,1.27853,-0.785568,0.903514,0.160127,0.580265,-1.288375,0
-0.333438,0.143366,0.019909,-0.601027,0.111164,0.883546,1.231253,-1.624311,0.597242,-0.138095,0.149224,1.382468,-0.041228,0.007528,0.929415,1.779409,-1.167219,-1.963543,-1.790197,-1.45425,1.462137,-1.78798,-0.022649,-0.386662,0.56297,0
0.662344,1.337575,0.693395,0.270245,0.246483,-0.804685,1.826615,-1.306556,0.748551,1.327901,2.186489,-2.065472,0.26521,-0.801669,-0.284214,1.015375,-1.129055,-1.125583,1.172814,-1.613222,0.604283,-0.883465,0.039878,-1.544581,0.356141,0
-0.746294,0.235466,-0.546951,-1.427555,0.671265,-0.739355,-0.321166,-0.884507,-0.959041,1.517821,-0.353013,-1.105317,-0.127647,-0.663149,-1.586513,0.890112,-0.94665,0.046211,0.532054,-0.504777,-0.775986,0.377735,-0.511208,0.545679,0.379749,0
-0.186088,0.045969,-0.658313,0.115154,-0.415991,-0.150258,0.482302,-0.284596,1.125254,0.658673,-1.237408,-0.38944,0.15147,0.66765,0.317505,0.700473,-0.400235,-0.197397,-0.555194,-0.564076,-1.226165,-0.684734,-1.407483,0.01251,-0.270259,0
-0.715413,-0.000297,1.017693,0.432593,1.52446,1.288603,-1.957057,-0.982997,-1.577231,-0.018014,-0.77246,0.826021,-0.284472,1.103934,1.144369,-0.401159,0.305648,0.363536,-0.30982,0.995623,2.430903,0.333514,0.011314,-1.040655,0.110112,0
-0.364729,0.217635,1.806304,0.001847,-0.900808,1.4709,-1.244909,-1.302872,-1.321735,1.224563,-0.761167,-0.000821,-0.089866,-1.013716,-0.610559,1.681766,0.556697,-0.797545,0.388465,0.119219,0.502836,1.348502,0.308498,0.929535,-0.298967,0
-3.006784,-0.98354,-0.615089,0.684367,-0.450347,0.183088,1.130324,-0.247758,0.312061,-0.617803,0.676975,0.166564,1.232602,1.509961,1.304617,1.144167,0.107678,-1.668885,0.55879,-1.115671,-0.956789,-0.929784,-0.411972,1.24549,1.323769,0
-0.877843,-0.41435,-0.159152,-0.76414,0.898537,-0.826896,-0.107076,0.741312,0.443906,-0.727229,1.141107,0.651294,-0.723672,-0.436837,-1.151625,0.131803,-1.177918,0.773705,-1.330702,-0.235377,0.224032,0.585564,0.171055,0.308377,-0.866712,0
-0.098987,-0.568444,0.807108,1.267455,0.52871,0.965756,0.788505,-0.084759,-0.462179,-0.659796,-0.606423,0.315357,0.107702,-0.187261,0.067514,0.722806,-1.061878,-2.692886,1.455875,-1.272223,1.553286,1.02662,0.154296,0.818026,0.130655,0
0.895308,-0.442151,-0.628251,-0.712772,-0.119227,-0.42209,0.704501,-0.41599,-0.243266,-0.202644,-0.89725,0.438434,-1.866196,1.14261,-0.842429,0.305915,-1.130467,-0.227713,-1.300065,-0.384549,1.261769,1.864133,0.095878,0.826316,0.302048,0
-1.048384,0.203812,-0.416281,1.752598,-0.886196,-0.09861,0.162635,-2.026586,-1.46956,1.365367,1.049365,1.049074,-0.307584,-1.960515,0.700731,-0.659961,-1.174467,-1.636859,0.32955,-1.193763,0.388837,-1.14342,-0.85133,-0.64061,-0.333363,0
0.23584,0.995129,-1.266492,0.238932,0.827931,1.251894,-0.187782,0.080712,2.136513,1.870954,-0.400605,0.560793,-0.202908,0.028388,1.357138,-1.137214,0.23768,-0.548534,-1.569363,-0.402834,-1.954056,-0.265046,-0.149124,1.095006,0.337922,0
0.495711,0.334723,0.154524,-1.366504,-0.693309,1.50242,-0.675343,1.077201,-1.976414,0.141977,1.483926,0.63914,0.974983,-1.030717,0.453063,-1.13805,-0.175014,1.358938,-0.823991,-0.953661,0.865813,-1.087804,-0.221762,-0.081211,-2.260394,0
0.295084,1.025218,0.285755,1.219251,-0.209734,-0.578038,-1.267071,-1.80381,-0.895262,1.950963,-0.041998,0.152293,-1.35368,-0.794486,-0.042271,0.012138,-0.640664,0.157363,-0.716395,-1.28269,-0.418262,0.178342,-1.438366,0.455327,-1.490835,0
2.383249,2.299578,1.060977,-0.068156,-0.102648,0.9276,-1.817068,-0.725789,-0.191509,1.67219,1.721689,-1.184216,0.654193,-0.148382,-0.106112,1.492442,-1.24439,-0.2351,0.431974,0.126097,2.198635,0.844048,1.242031,0.626507,1.769835,0
-0.668238,-1.120039,-1.424018,-0.079557,1.301936,-1.299042,0.323066,0.092932,0.218143,-0.616219,0.032715,-1.145272,-1.495663,1.243821,-0.64302,-0.976974,-0.273611,-0.75742,-0.839357,0.63811,2.596406,1.09997,1.168054,1.498774,-0.554092,0
-0.190044,0.259407,0.489661,-2.234641,3.077489,0.359888,1.695821,1.228037,1.590819,1.635501,0.592529,0.582822,-0.638495,-1.825069,-0.698719,-1.352855,0.64066,0.465029,-0.784617,-0.308128,-0.645279,-0.446919,0.361816,-0.910302,1.316487,0
1.173704,-0.903585,-0.582018,0.738087,0.697205,-0.259003,-0.39937,0.506345,-0.048523,0.561921,1.423225,0.368501,-0.564046,1.649822,0.952223,-0.650434,0.297632,0.023738,0.458068,-0.562565,-0.45392,0.32295,-0.884041,-0.738388,-0.217737,0
-0.914774,-0.461746,-0.663447,-0.567227,-0.228327,0.898696,0.615436,0.569068,-2.284315,-0.580414,1.284354,-0.399423,0.905958,1.419328,1.375316,-2.909441,1.378195,0.742511,0.327643,-0.039172,0.945794,-0.123645,1.093056,0.806786,-2.090035,0
-0.138736,0.164466,-1.546928,0.790077,-0.091141,1.083066,1.123542,2.077783,-1.159169,-0.266286,0.416204,-0.711807,-2.82512,0.026364,-2.2204,0.752094,-0.869166,-0.343939,0.087521,1.176745,-1.785018,-1.201931,1.930716,0.702377,-0.05785,0
1.142991,-1.26822,-1.203371,0.610817,0.069073,-1.205161,0.551173,0.531739,1.056064,0.383644,-0.791191,-0.668158,0.366278,1.306272,0.053878,-0.51746,-0.510995,0.39967,0.074509,0.0226,-0.449244,-1.650977,-1.056483,-0.323496,0.513274,0
0.023634,-0.507418,1.416465,0.847288,0.224618,1.068181,-2.024215,0.348704,-0.598842,-0.446553,-1.122186,0.189575,-0.123239,0.644718,-0.662202,0.508501,-0.90625,0.020026,-1.714109,-0.623697,0.978305,0.414719,-0.9379,-0.194319,0.344449,0
